RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,DateofCalculation
HH,BITS,1,SE,26D4,TVL,75,,T,20,9,2019,3,1,1301,10,30,D,55.6995,14.5383,55.6843,14.5027,40G4,48,V,21,1,1,C,5.5,,,2778,310,,,3.5,540,82,-9,213,-9,488,233,3,-9,21,0.1,,-9,100,5,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,9,5,2019,2,28,1509,9,30,D,55.7023,14.37,55.7082,14.4132,40G4,38,V,10,1,1,C,5.9,,,2704,270,,,3.5,540,73,-9,213,-9,488,77,3,-9,5,0.1,,-9,320,8,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,84,40,2019,3,7,1318,12,30,D,56.474,20.209,56.4985,20.2163,41H0,84,V,83,1,1,C,4.5,,,2797,430,,,3.5,540,88,-9,213,-9,488,11,3,-9,32,0.2,,-9,190,12,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,11,6,2019,2,26,1043,11,30,D,57.1735,11.4513,57.1484,11.4588,43G1,70,V,12,1,1,R,1.8,,,2822,230,,,-9,,67,-9,,-9,,,3,-9,,-9,,-9,315,4,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,105,53,2019,3,13,741,8,29,D,56.9427,10.7025,56.9674,10.7051,42G0,6,V,106,1,1,R,1.5,,,2748,137,,,-9,,64,-9,,-9,,,3,-9,,-9,,-9,180,1,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,16,8,2019,2,27,602,10,30,N,57.0324,12.1571,57.0097,12.1377,43G2,42,V,15,1,1,R,1.9,,,2776,183,,,-9,,64,-9,,-9,,,3,-9,,-9,,-9,270,5,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,13,7,2019,2,26,1339,10,30,D,57.1499,11.8341,57.17,11.8601,43G1,52,V,14,1,1,R,1.9,,,2726,200,,,-9,,65,-9,,-9,,,3,-9,,-9,,-9,180,5,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,49,25,2019,3,3,1304,8,30,D,56.0353,10.9774,56.0425,10.9345,41G0,19,V,50,1,1,R,1.7,,,2787,136,,,-9,,60,-9,,-9,,,3,-9,,-9,,-9,248,7,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,31,16,2019,2,28,1427,9,29,D,56.1307,12.4272,56.1184,12.4662,41G2,26,V,32,1,1,R,1.9,,,2778,136,,,-9,,58,-9,,-9,,,3,-9,,-9,,-9,315,6,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,43,22,2019,3,2,1334,9,30,D,56.2032,12.2541,56.2162,12.2152,41G2,22,V,44,1,1,R,1.7,,,2802,136,,,-9,,58,-9,,-9,,,3,-9,,-9,,-9,270,5,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,45,23,2019,3,3,648,9,30,D,56.2213,11.9934,56.2132,11.9509,41G1,25,V,46,1,1,R,2,,,2778,136,,,-9,,58,-9,,-9,,,3,-9,,-9,,-9,270,9,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26124,63,2019,3,3,849,12,30,D,56.2417,18.4933,56.2633,18.515,41G8,81,V,113,1,1,C,7,,,2756,240,16,12,4.3,520,-9,-9,213,-9,47,29,2.9,-9,,-9,,-9,,,,-9,3.2,5.6,7.33,9.9,Y,66,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,25167,60,2019,3,2,642,10,30,D,56.2667,17.955,56.2667,18,41G7,49,V,110,1,1,C,7,,,2788,165,16,12,4.3,520,-9,-9,213,-9,47,90,2.9,-9,,-9,,-9,,,,-9,3.2,3.7,7.3,7.68,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26141,64,2019,3,4,623,12,30,D,56.3017,18.5467,56.3217,18.575,41G8,84,V,114,1,1,C,7,,,2833,245,16,12,4.3,520,-9,-9,213,-9,47,37,3.1,-9,,-9,,-9,,,,-9,3.2,6.1,7.3,10.87,Y,67,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26225,69,2019,3,4,1445,10,30,D,56.315,18.3917,56.335,18.42,41G8,42,V,118,1,1,C,7,,,2833,140,16,12,4.3,520,-9,-9,213,-9,47,39,2.9,-9,,-9,,-9,,,,-9,3.2,3.1,7.24,7.25,,,,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,87,44,2019,3,10,840,9,30,D,55.3557,10.8952,55.3766,10.8734,39G0,20,V,88,1,1,R,1.5,,,2700,137,,,-9,,60,-9,,-9,,,3,-9,,-9,,-9,270,6,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,89,45,2019,3,10,1001,9,30,D,55.3614,10.8476,55.3838,10.8304,39G0,22,V,90,1,1,R,1.7,,,2711,137,,,-9,,56,-9,,-9,,,3,-9,,-9,,-9,270,6,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,35,18,2019,3,1,953,8,30,D,55.4966,12.4341,55.4959,12.3904,39G2,11,V,36,1,1,R,1.7,,,2754,136,,,-9,,61,-9,,-9,,,3,-9,,-9,,-9,0,5,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,91,46,2019,3,10,1247,9,30,D,55.5058,10.8669,55.4765,10.8731,40G0,29,V,92,1,1,R,1.6,,,3278,150,,,-9,,60,-9,,-9,,,3.5,-9,,-9,,-9,270,5,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,93,47,2019,3,11,644,9,29,D,55.5543,10.9252,55.5767,10.9068,40G0,28,V,94,1,1,R,1.5,,,2745,150,,,-9,,61,-9,,-9,,,3,-9,,-9,,-9,180,4,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,63,32,2019,3,5,841,8,30,D,55.6432,10.0318,55.6294,9.9957,40G0,15,V,64,1,1,R,1.9,,,2743,136,,,-9,,58,-9,,-9,,,3,-9,,-9,,-9,270,10,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,70,33,2019,3,6,1112,11,20,D,56.1303,19.9452,56.147,19.9427,41G9,64,V,69,1,1,C,5.3,,,1852,360,,,3.5,540,84,-9,213,-9,488,355,2.9,-9,36,0.5,,-9,200,6,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,74,35,2019,3,6,1330,12,30,D,56.199,19.4592,56.2168,19.4903,41G9,99,N,73,1,1,C,-9,,,2778,,,,3.5,540,-9,-9,213,-9,488,,3,-9,,-9,,-9,170,10,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,78,37,2019,3,7,641,11,27,D,56.2653,19.7038,56.277,19.7397,41G9,73,V,77,1,1,C,4.7,,,2593,410,,,3.5,540,88,-9,213,-9,488,60,3.1,-9,7,0.2,,-9,170,15,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,76,36,2019,3,6,1415,13,30,D,56.28,19.5188,56.299,19.548,41G9,110,N,75,1,1,C,-9,,,2778,,,,3.5,540,-9,-9,213,-9,488,,3,-9,,-9,,-9,180,10,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,80,38,2019,3,7,835,12,30,D,56.3642,19.8567,56.3773,19.8955,41G9,84,V,79,1,1,C,4.8,,,2815,430,,,3.5,540,87,-9,213,-9,488,60,3,-9,5,0.2,,-9,180,13,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,90,43,2019,3,7,930,14,30,D,56.3762,19.6268,56.3927,19.6607,41G9,120,N,89,1,1,C,-9,,,2778,,,,3.5,540,-9,-9,213,-9,488,,3,-9,,-9,,-9,220,12,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,86,41,2019,3,7,1541,12,29,D,56.4415,20.054,56.4447,20.098,41H0,85,V,85,1,1,C,4.6,,,2722,450,,,3.5,540,91,-9,213,-9,488,82,3,-9,25,0.2,,-9,180,11,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,88,42,2019,3,7,1415,13,30,D,56.4432,19.8065,56.465,19.8283,41G9,110,N,87,1,1,C,-9,,,2778,,,,3.5,540,-9,-9,213,-9,488,,3,-9,,-9,,-9,190,12,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,82,39,2019,3,7,1122,12,30,D,56.4827,20.1355,56.4975,20.1713,41H0,89,V,81,1,1,C,4.4,,,2759,450,,,3.5,540,91,-9,213,-9,488,52,2.9,-9,5,0.1,,-9,180,12,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,47,21,2019,3,4,633,11,22,D,56.7063,16.9862,56.7248,16.9932,42G6,66,V,46,1,1,C,5.1,,,2093,380,,,3.5,540,84,-9,213,-9,488,12,2.9,-9,5,0.2,,-9,140,6,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,49,22,2019,3,4,858,11,30,D,56.9417,17.1763,56.9652,17.1872,42G7,73,V,48,1,1,C,4.8,,,2704,420,,,3.5,540,84,-9,213,-9,488,14,2.9,-9,7,0.2,,-9,160,8,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,60,28,2019,3,5,718,11,30,D,57.0228,17.9563,56.9982,17.951,43G7,65,V,61,1,1,C,4.7,,,2759,370,,,3.5,540,75,-9,213,-9,488,187,2.9,-9,14,0.4,,-9,10,14,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,59,27,2019,3,5,550,11,30,D,57.074,17.9102,57.0495,17.9183,43G7,74,N,58,1,1,C,-9,,,2778,,,,3.5,540,-9,-9,213,-9,488,,3,-9,,-9,,-9,10,13,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,51,23,2019,3,4,1125,11,30,D,57.0972,17.2842,57.1218,17.29,43G7,73,V,50,1,1,C,4.9,,,2778,400,,,3.5,540,79,-9,213,-9,488,7,2.9,-9,5,0.4,,-9,160,6,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,62,29,2019,3,5,1306,10,30,D,57.1503,18.7975,57.1747,18.8067,43G8,40,V,63,1,1,C,5.3,,,2778,270,,,3.5,540,74,-9,213,-9,488,12,2.9,-9,25,0.3,,-9,60,14,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,65,30,2019,3,5,1600,12,23,D,57.2582,19.074,57.2743,19.0933,43G9,82,V,64,1,1,C,4.6,,,2111,430,,,3.5,540,87,-9,213,-9,488,33,3,-9,14,0.2,,-9,90,15,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,53,24,2019,3,4,1356,11,30,D,57.3255,17.4182,57.3505,17.421,43G7,72,V,52,1,1,C,4.9,,,2815,400,,,3.5,540,83,-9,213,-9,488,4,3,-9,36,0.5,,-9,160,9,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,98,47,2019,3,9,729,11,30,D,57.3458,19.1467,57.326,19.118,43G9,77,V,97,1,1,C,4.9,,,2815,420,,,3.5,540,89,-9,213,-9,488,218,3,-9,23,0.1,,-9,220,13,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,25080,38,2019,2,23,1130,10,30,D,55.4083,16.7533,55.4167,16.7917,39G6,54,V,80,1,1,C,7,,,2606,180,16,12,4.3,520,-9,-9,213,-9,47,69,2.8,-9,,-9,,-9,,,,-9,3.5,4.1,7.52,7.82,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,25455,48,2019,2,26,1430,10,30,D,55.435,17.22,55.4433,17.2617,39G7,48,V,97,1,1,C,7,,,2797,175,16,12,4.3,520,-9,-9,213,-9,47,73,2.9,-9,,-9,,-9,,,,-9,3.3,3.5,7.48,7.54,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,25030,49,2019,2,27,642,10,30,D,55.4783,17.4467,55.485,17.4883,39G7,41,V,98,1,1,C,7,,,2734,140,16,12,4.3,520,-9,-9,213,-9,47,73,3,-9,,-9,,-9,,,,-9,3.2,3.3,7.4,7.43,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,25107,50,2019,2,27,825,10,30,D,55.5167,17.5633,55.53,17.6033,40G7,47,V,99,1,1,C,7,,,2928,150,16,12,4.3,520,-9,-9,213,-9,47,60,3,-9,,-9,,-9,,,,-9,3.1,3.2,7.37,7.38,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26164,54,2019,2,28,848,12,30,D,55.5383,18.5317,55.5167,18.5533,40G8,88,V,104,1,1,C,7,,,2765,250,16,12,4.3,520,-9,-9,213,-9,47,150,2.9,-9,,-9,,-9,,,,-9,3.9,7.8,7.52,13.58,Y,69,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26110,53,2019,2,28,655,12,30,D,55.605,18.3733,55.5817,18.3933,40G8,93,V,103,1,1,C,7,,,2884,275,16,12,4.3,520,-9,-9,213,-9,47,153,3,-9,,-9,,-9,,,,-9,3.7,7,7.51,12.57,Y,67,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,25380,51,2019,2,27,1043,10,30,D,55.6167,17.595,55.6367,17.6233,40G7,40,V,100,1,1,C,7,,,2852,125,16,12,4.3,520,-9,-9,213,-9,47,40,2.9,-9,,-9,,-9,,,,-9,3.1,3.1,7.37,7.37,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,30,13,2019,3,2,1010,10,30,D,55.8178,15.2573,55.8373,15.286,40G5,51,V,31,1,1,C,5.3,,,2797,320,,,3.5,540,83,-9,213,-9,488,40,3,-9,5,0.3,,-9,250,10,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,42,19,2019,3,3,1232,10,30,D,55.8483,15.9928,55.8375,15.9547,40G5,57,V,43,1,1,C,5.1,,,2667,340,,,3.5,540,85,-9,213,-9,488,243,2.9,-9,21,0.2,,-9,240,15,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,40,18,2019,3,3,934,10,30,D,55.864,16.485,55.8657,16.4402,40G6,53,V,41,1,1,C,5.4,,,2834,320,,,3.5,540,81,-9,213,-9,488,275,3,-9,32,0.2,,-9,210,16,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,67,31,2019,3,6,638,12,30,D,56.0173,19.2692,56.0212,19.313,41G9,83,V,66,1,1,C,4.6,,,2759,430,,,3.5,540,88,-9,213,-9,488,80,3,-9,7,0.5,,-9,170,2,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,68,32,2019,3,6,916,11,30,D,56.1257,19.847,56.1468,19.8713,41G9,61,V,69,1,1,C,5.1,,,2815,350,,,3.5,540,85,-9,213,-9,488,33,3,-9,7,0.2,,-9,190,4,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26138,71,2019,3,6,843,13,30,D,55.8883,18.7717,55.8917,18.73,40G8,113,V,120,1,1,C,7,,,2637,300,16,12,4.3,520,-9,-9,213,-9,47,276,2.9,-9,,-9,,-9,,,,-9,3.4,7.3,7.43,12.7,Y,61,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26221,70,2019,3,6,637,13,0,D,55.9167,18.59,55.9167,18.59,40G8,112,N,119,1,1,C,-9,,,0,,16,12,4.3,520,-9,-9,213,-9,47,,-9,-9,,-9,,-9,,,,-9,3.6,7.5,7.53,12.31,Y,63,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,25410,58,2019,3,1,1256,11,30,D,56.04,17.7417,56.015,17.7467,41G7,63,V,108,1,1,C,7,,,2801,175,16,12,4.3,520,-9,-9,213,-9,47,174,2.9,-9,,-9,,-9,,,,-9,3.2,3.9,7.31,8.12,Y,59,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,25038,59,2019,3,1,1500,10,30,D,56.1483,17.735,56.1433,17.6917,41G7,52,V,109,1,1,C,7,,,2749,150,16,12,4.3,520,-9,-9,213,-9,47,261,2.9,-9,,-9,,-9,,,,-9,3.1,3.7,7.3,7.77,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26170,61,2019,3,2,928,11,30,D,56.1767,18.35,56.195,18.3833,41G8,71,V,111,1,1,C,7,,,2903,210,16,12,4.3,520,-9,-9,213,-9,47,46,3.1,-9,,-9,,-9,,,,-9,3.4,5.4,7.41,9.61,Y,50,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26069,62,2019,3,3,645,11,20,D,56.195,18.4233,56.2083,18.4433,41G8,74,V,112,1,1,C,7,,,1932,210,16,12,4.3,520,-9,-9,213,-9,47,44,2.9,-9,,-9,,-9,,,,-9,3.3,4.7,7.35,8.43,Y,69,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,100,48,2019,3,9,908,11,30,D,57.3555,19.083,57.3333,19.0608,43G9,64,A,99,1,1,C,5.2,,,2815,360,,,3.5,540,85,-9,213,-9,488,205,3,-9,23,0.1,,-9,210,13,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,55,25,2019,3,4,1430,11,30,D,57.4563,17.5442,57.48,17.5592,43G7,77,N,54,1,1,C,-9,,,2778,,,,3.5,540,-9,-9,213,-9,488,,3,-9,,-9,,-9,180,12,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,95,46,2019,3,8,1132,11,30,D,57.4993,19.2515,57.4765,19.2353,43G9,67,A,96,1,1,C,4.6,,,2741,370,,,3.5,540,90,-9,213,-9,488,200,2.9,-9,18,0.1,,-9,200,16,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,93,45,2019,3,8,856,10,30,D,57.613,19.1673,57.5903,19.1528,44G9,46,V,94,1,1,C,4.8,,,2722,310,,,3.5,540,86,-9,213,-9,488,204,2.9,-9,30,0.1,,-9,200,15,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26286,55,2019,2,28,1241,12,30,D,55.6283,18.505,55.63,18.55,40G8,98,V,105,1,1,C,7,,,2841,275,16,12,4.3,520,-9,-9,213,-9,47,88,3,-9,,-9,,-9,,,,-9,3.7,7.5,7.48,13.13,Y,65,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26050,52,2019,2,27,1336,11,10,D,55.6467,18.0617,55.6483,18.0783,40G8,70,V,101,1,1,C,7,,,1060,210,16,12,4.3,520,-9,-9,213,-9,47,79,3.1,-9,,-9,,-9,,,,-9,3.7,5.3,7.5,9.7,Y,61,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26055,56,2019,3,1,649,11,20,D,55.7983,18.1067,55.7883,18.085,40G8,65,V,106,1,1,C,7,,,1759,180,16,12,4.3,520,-9,-9,213,-9,47,228,3,-9,,-9,,-9,,,,-9,3.2,5,7.36,9.09,Y,52,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,25161,57,2019,3,1,1019,11,30,D,55.8883,17.7067,55.875,17.7433,40G7,62,V,107,1,1,C,7,,,2728,175,16,12,4.3,520,-9,-9,213,-9,47,122,2.9,-9,,-9,,-9,,,,-9,3.3,4.6,7.37,8.69,Y,54,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26224,68,2019,3,4,1242,9,30,D,56.37,18.455,56.39,18.4767,41G8,37,V,117,1,1,C,7,,,2599,125,16,12,4.3,520,-9,-9,213,-9,47,31,2.9,-9,,-9,,-9,,,,-9,3.2,3.1,7.25,7.25,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26013,66,2019,3,4,1016,10,30,D,56.37,18.49,56.3917,18.5117,41G8,44,V,116,1,1,C,7,,,2763,150,16,12,4.3,520,-9,-9,213,-9,47,30,3,-9,,-9,,-9,,,,-9,3.2,3.5,7.25,7.4,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26224,67,2019,3,4,1205,9,2,D,56.3717,18.4567,56.3733,18.4583,41G8,37,I,117,1,0,C,7,,,204,130,16,12,4.3,520,-9,-9,213,-9,47,31,2.4,-9,,-9,,-9,,,,-9,3.2,3.1,7.25,7.25,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26074,65,2019,3,4,801,11,30,D,56.385,18.5867,56.405,18.6133,41G8,75,V,115,1,1,C,7,,,2767,215,16,12,4.3,520,-9,-9,213,-9,47,37,3,-9,,-9,,-9,,,,-9,3.2,5.9,7.28,10.3,Y,62,,,,,,,,,20210428
HH,BITS,1,LV,67BC,TVL,75,,T,1,30,2019,3,20,950,11,30,D,56.3867,20.0933,56.41,20.1083,41H0,77,A,H_30,1,1,C,-9,,,,205,16,,4.3,520,-9,-9,,-9,,15,-9,-9,,-9,,-9,225,10,,1,3.7,5.7,7.53,9.78,,,,,,,,,,,20210428
HH,BITS,1,LV,67BC,TVL,75,,T,1,29,2019,3,20,755,12,30,D,56.4333,20.0883,56.4533,20.1183,41H0,84,A,H_29,1,1,C,-9,,,,230,16,,4.3,520,-9,-9,,-9,,35,-9,-9,,-9,,-9,248,7,,0.5,3.7,6.6,7.54,10.77,,,,,,,,,,,20210428
HH,BITS,1,LV,67BC,TVL,75,,T,1,28,2019,3,20,545,12,30,D,56.4883,20.14,56.5,20.18,41H0,90,A,H_28,1,1,C,-9,,,,250,16,,4.3,520,-9,-9,,-9,,65,-9,-9,,-9,,-9,270,7,,0.5,3.5,7.3,7.51,11.49,,,,,,,,,,,20210428
HH,BITS,1,LV,67BC,TVL,75,,T,1,26,2019,3,19,1325,9,20,D,56.6417,20.72,56.6283,20.7117,42H0,39,V,H_26,1,1,C,-9,,,,125,16,,4.3,520,-9,-9,,-9,,210,-9,-9,,-9,,-9,293,10,,1,3.2,3.2,7.48,7.48,,,,,,,,,,,20210428
HH,BITS,1,DK,26HF,TVS,,S,,26,13,2019,2,28,622,9,30,N,56.8641,12.2384,56.8395,12.2291,42G2,33,V,25,1,1,R,1.8,,,2789,160,,,-9,,65,-9,,-9,,,3,-9,,-9,,-9,315,7,,-9,-9,-9,-9,-9,,,20,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,57,26,2019,3,4,1530,12,30,D,57.6312,17.0822,57.6082,17.0995,44G7,82,N,56,1,1,C,-9,,,2778,,,,3.5,540,-9,-9,213,-9,488,,3,-9,,-9,,-9,210,14,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,SE,26D4,TVL,75,,T,92,44,2019,3,8,634,11,30,D,57.7923,19.4818,57.7673,19.4812,44G9,79,V,91,1,1,C,4.9,,,2815,430,,,3.5,540,87,-9,213,-9,488,181,3,-9,14,0.3,,-9,200,15,,-9,-9,-9,-9,-9,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,25009,28,2019,2,19,757,9,30,D,54.3783,15.73,54.3833,15.7717,37G5,30,V,59,1,1,C,7,,,2766,120,16,12,4.3,520,-9,-9,213,-9,47,80,2.9,-9,,-9,,-9,,,,-9,3.7,3.2,7.87,8.08,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26001,7,2019,2,14,1210,9,30,D,54.3817,19.2217,54.3867,19.2633,37G9,24,V,39,1,1,C,7,,,2760,140,16,12,4.3,520,-9,-9,213,-9,47,80,2.9,-9,,-9,,-9,,,,-9,3.5,3.6,6.98,7.41,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,25008,27,2019,2,19,632,9,30,D,54.3833,15.5833,54.3833,15.6267,37G5,30,V,58,1,1,C,7,,,2820,125,16,12,4.3,520,-9,-9,213,-9,47,91,2.9,-9,,-9,,-9,,,,-9,3.7,3.1,7.97,8.12,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26263,8,2019,2,14,1421,9,20,D,54.4,19.05,54.4033,19.0217,37G9,32,V,40,1,1,C,7,,,1874,100,16,12,4.3,520,-9,-9,213,-9,47,279,2.9,-9,,-9,,-9,,,,-9,3.6,3.7,7.15,7.55,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,25011,29,2019,2,19,1020,9,30,D,54.4017,15.9917,54.4083,16.0333,37G5,27,V,60,1,1,C,7,,,2800,100,16,12,4.3,520,-9,-9,213,-9,47,71,2.9,-9,,-9,,-9,,,,-9,3.7,3.4,7.89,8,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,26219,9,2019,2,14,1510,9,20,D,54.4083,19.0117,54.4083,19.04,37G9,33,V,41,1,1,C,7,,,1838,150,16,12,4.3,520,-9,-9,213,-9,47,95,3,-9,,-9,,-9,,,,-9,3.4,3.6,6.41,7.65,,,,,,,,,,,20210428
HH,BITS,1,PL,67BC,TVL,75,,T,25049,31,2019,2,19,1433,10,30,D,54.535,15.76,54.535,15.8033,38G5,56,V,62,1,1,C,7,,,2803,175,16,12,4.3,520,-9,-9,213,-9,47,88,2.9,-9,,-9,,-9,,,,-9,3.7,9.1,7.71,13.92,Y,44,,,,,,,,,20210428
